address,allocation
0x9a0940e37964be576559e7afcf527cfe64c473e9,1277
0xe71c0f4a77682e01f3407663574e0a8070e051f2,1280
0x6c77a9aefc9f962373800bde695a4494db4685ae,1281
0xf6bfde7e2bb791f2063beaddb4f07acf42957d3d,1281
0x496b18bd138af1833a7490159a45dde2671117c4,1288
0x082c118542a2219ac8155670089bcf3b1fa20ed0,1318
0x890bc8aa2dad755b03428c74a7a553fec8539ddb,1319
0x5376f5373d4df9bddf93ab032c7c2ba0217950bc,1321
0xf313166a5f4e6d81b400f67ea008496ee0717801,1325
0x86f21bfcf07e6b82af6a01527091e54e373648aa,1326
0x70f28ab07afeb26e10ee76ab3a07c64bf089bf1b,1328
0x36c2bc742515f4d41f7ca1eac17ff3e6e816363c,1330
0x5e30438682d635d1e561fd79b3af679d679ca2f0,1336
0x97c3c7fc7ec54865e7ef3decdb425a179d92f6ce,1361
0xd7264465e2b180552d83338cb97ff4f58d24b756,1366
0xf41b6f863c00a4b48d76d74f1ae322a54e0d9e80,1378
0x3c420c38b79dc17ede4aba4efcbb5ef9b3a8d997,1381
0xb69b1f774a2a46ee08ab6d368d410b2fcf912c49,1385
0x0437b8a130b61f1829e680837ebdf5ae0b3970d9,1401
0x228789d2bfcf5ed41ebd8d3c98d96e860a3dc9fe,1404
0xe531e2313fc1ce765fd1df703d476965c94881cb,1405
0xf7d48932f456e98d2ff824e38830e8f59de13f4a,1407
0xd9ea40b7b49fa005e5bf243528772d2ca32c24f8,1419
0x14e31ebe553ae5cfa81480635d75533f13eedaf1,1429
0x8d722e43dbc796a45e73d9c072f6ced67874922c,1442
0x8acc68a87538e30e3bc43ecae5b36321abd9840e,1448
0x80a70349a3119504a89d07865879dadd1f399daf,1449
0xe3ff14dbc85a0403738c65f67c778c6158d33389,1454
0x0ebbfc8d21809fda013520670b51ba7dfd440fb7,1460
0xafd98e36fcc17c0102e33233180e2d1e032bc1f3,1467
0x422a3445eb174ae119212a7337a6137900c312bd,1477
0xa62d3d60d4fd743c32573d825c5fbdd89ad3ee39,1480
0xfdbb1ddd24981575e02b8cdaabc2b9452d0e379d,1488
0x5cd7e50ccf7bb376ba432abda853d75156aa724f,1491
0xd51717d797aa212c5e45439112d634162ff7630e,1496
0x72f259cf9c1c37caf7d2bde05b2e0b5c1f749801,1496
0xdd72dc6e3aa5ac106fa9c595910675ae032659c5,1516
0xddba302bf70e78f9b81db6c89821cdb413cc921d,1526
0x09e3fc7aa6eb4b810a83948ef4f93564a9ce4ff0,1536
0x836677dec1e3359f28ad829adede8900544591e1,1539
0xf287fbb4d1689cf001a218a262bd27ae117bb566,1551
0xf27df79ba2194ac6f540704f305c574801c55864,1560
0x90a443ad72d91a042cec1e1404cfa396f90171ad,1566
0xfdfc50e371ecfeb94d5eccf618357f4c447a99f0,1568
0x65d6bebf0089b57cdbcd9efc48af65fed0ad95f9,1570
0xb2af994ddc2111990dadd2a89ab21e5ae1d3b20e,1582
0xf90dabba87adb63f51c5a98bb4520e6ed707a836,1599
0x9e4bea6c9e578befded45dcfdcb3cf543b075e81,1625
0x6e4eb24194c6f2487bce229416d9928062398c4e,1649
0x17632f6cab83fa798ecbc885026f8ca209c483ba,1664
0x8b1ecbd94f9a37f2c87da0b9e32a9939feb900ff,1670
0xfc6990f20e9eaeeda99adc8e7e30dcd328199775,1673
0x9bce748115a453e19904e422ff178f21aa5dd8ab,1685
0xbe9b2868740584feefa0414a25d6774fc090122c,1687
0xddca57140b9dec51ba8b96326f2abd0d4bc31623,1735
0x7a3623f6752c25aaf01934d0f35eba187026bf42,1783
0x8b3c1e421c5a2f571a0624e25c977bd36cbab199,1785
0xa0c4b22e422bca200640e759cc5cd190402e90a8,1798
0x869609d6bd1b9552724d9fdc5483f7b4abd04a3b,1808
0x7e1a43dd8f234868baa806e44ebf1c97d46462b3,1814
0xa939955fb992404f8b6d1dc2613dac762823a4a1,1823
0x7032434cc9ad2e62533ec1a8102940a810e86c93,1827
0xa27da48ecd043bd2f3144e2d0846c36cabf20447,1835
0x59dbdcb7d7d4f3e7c8afe0d60e99c33ff5d058f1,1847
0x43440ba00fedb917d3a9427447814925ce5c1261,1850
0x8180809b8d59fea7062fbb8316a6df17ffcae9cc,1857
0xb8b072d8180f0584b268df729ddcc828e864ea8b,1905
0x9a0b5d2e0c3a60ff537c67225d0556f687162919,1924
0x5bb1f71095f8a5e6fd09bd34bf1e3f721891cb73,1956
0x6ea7f2d6df1ac0da1b80cd32a1d209b85c86dc91,1963
0xec40c8cfff44a3631c5e972c4ddf0702e666d6f8,1963
0x35cf2a27ea38391823ce144e89d553176e67b702,1982
0x832193faefedd6921188ac7f18341c80262c1aee,1982
0x668d976713fa95bfde49e088b088356bb8c5229b,1998
0xea61766a21d9422350856594b49256745cd8cb08,2011
0x6cb4119a22f9a86a2d8af0393dedb84de92888d2,2014
0x18d4f3217fc028cc5f546be725d9f49cb6bd7936,2039
0x8a96366233b567c667481ecffd891f43b713cf42,2043
0x78e71715fdb1511d8c0e101e28d5e2ecee18f6c2,2102
0xadb5e99d4f0b5894a536af8331408b5557695297,2110
0xc3176deaf906af9a7576e7407e41b24e02452fa2,2115
0x2806ebcb009a009b89cafe88aee9e13cf11d51af,2232
0x413afd270b7b5e5fbf6e07b841c9fc1c33c1330b,2239
0xea69cb95011567784786a4930e2aee90efd0270c,2240
0xda6bb90690ae30d8ce8c3fbaf298d0db3d5ebdb2,2257
0x5566f89cc82172105c671548f1d77c0da131bb14,2274
0xc42b83fcb96f8852ea053400f3073c2b0ff3c470,2284
0x317342f0a337c62afa6ffbc78292bafc9661f2e8,2304
0x71de3aa29c5b12914d3c7fd783462648c705e0d6,2305
0xdc852253eee86126b45944554bd5fb01feaa0332,2308
0xe05bfc65e8cad364f9b70c55b04450565e7a08e2,2342
0xf8f1927efa5e3eb506a14b1eacccf59db3e71868,2387
0x4da3bb576c3029c2148f786e1c0a6c10a746e0b1,2416
0xbeb4d8d30bb99cfbd14c315812c3b05f0bdf31c0,2422
0x22337e434445c6c7716aad41998ffd8c5c08d0d2,2500
0x18420375bfe559a1d4494f796d6d1bdbbf7070dc,2548
0x255ec4a7dfefeed4889dbeb03d7ac06adccc2d24,2554
0x8e0181195453bfe30afb3fda513a198cbab663c4,2558
0x10783fc60fcf8329f3720a46dc3f2fca299d2e3d,2634
0x5fccb8558b43082c2665e57bb44742c68b8031a0,2652
0xdb5502b50b6069ffb6238889d4973098f7326201,2702
0x1acc0acd369cf22e459b8e040afcc0bf4651d0c1,2734
0xbff42700f41ff0386da73e137d7c5a0103460f74,2805
0xa0766f4998471765ba22fad9daa0dbd073de8416,2849
0x3e6f330f7deca3593c130162c4da630f369045ba,2900
0xe3cd5cf8403105edbc5e9c5eab905ac5565bb934,2903
0xfaeec1c1f3dcee110c189a80cf0cbdef0d6ecdee,2947
0x876be7f77e20942b7034de60769aac3234cd8b3b,2962
0x57c978247599eafaa8ac1e26978e1001e58c05b6,2998
0xf2a6d62d07656a8a6e9803c174d3e1690dcc52e5,2999
0x4fa7dbd1c057d6e693ffd7c3dcf23c36a9eb3ff2,3071
0x382fcf9e4fdb6c2d10e748b31bce792c30843cb8,3075
0xc3a7522650338ce2836fe29a36cab92adb0bff72,3085
0xf290f1582bed3a25e40c8cc3a58c54c3ad3027da,3122
0xb2a43093e608e6da3181fb373479973e0680a7a0,3144
0xe9c7039004017e187cf1e52a42cf48a1835cbd16,3216
0xc1d40765903409ee6297b46ecb49c25c25cf0949,3328
0xa58740b0bd208efad0a4f74b7be46bd933922c4c,3337
0x0c9f2b49481a478684b2e9f0f158b750dbd4183f,3373
0xb6ee138c1193b0e488d66218e70c1a07a2b59dbf,3442
0x04b8b5af39f4187142f75e920a11883848002975,3525
0x3a9e5e90b35c13f271b4fc1dbdf3becf7b37ec69,3543
0xa2aa1d3aee1debaba0d35a9ebcd6e90d83ea6f0a,3561
0xe55870ba3b39df8d4c96ec0b01b3116b185de2df,3562
0xdb632e7b52311a99d1bb438f1edcbf168b5693b0,3569
0x4bebbc16403627fd16facd2d9be0ba21afad7fd8,3579
0xde5355934ffe42c31ae7b7b1b178ad3124dd8474,3584
0x71ca66e64d1a7564e13519e5577bccaf4fa2ad2b,3586
0x17e1a98285351d294fb9085a1f1c1d631e98e2e1,3664
0x9ae452e5bd703f0fe1afc79776137b38024d4f2e,3670
0x1f0a1ca8847865c049a56db974b5a61c176654c4,3761
0xe65bfb0cade026e2046005fa8bba116236128cda,3769
0x0dfad89ab6bb91897f26b4353c2d051b457b18e2,3807
0xe004c51d4adfc65f8ea99f93b40309dd189f5631,3812
0x5d864b0c42531fb2d0fd4a855a410bd0063f4576,3885
0xa9f88070f29cc7029cc6e681e80bc930285a9d0e,3896
0x06c8fc0de615b68a2232a4d94f41ee74ec0a310d,3897
0x64f96a1b08b5f8638eaa37752c74d81dbc1afb4e,3916
0x57b6771cdd64e00584e476b99821d8613fc43030,3934
0x3dbb851d111f5336781ac505b3401a47f6a71d9b,4017
0xf36e4d7fe46ef08cafbb79f3201b92c0c6d89e44,4114
0x455d52e9a9720d9ef3ac06dadec82d88de7dc0ae,4130
0xe62f3d6b12a6ab80479bc836c9882828dd53d5b9,4154
0x7b1113048c8ba09050a70720d2aafe2ef581f7d8,4237
0x857197110f3eb2335e44851b173e58d2a68ec3d1,4269
0x47b9ba596a4693133892387ddeaefb4b72005fe2,4300
0x9b2094552088a0137754d5d106dbad546b5830ba,4380
0x1bb974c8e27c612c63ae20df8107c34d7a4d17c8,4453
0xf33888447d0c9b505615a76524fba9490ea4fbbe,4470
0xf8baf2541defab76f2c344ff10cd6d4ef74d3432,4583
0xd729d7eadf56dfc51f7326bed5363f3b96331fd4,4633
0xa9bb098c16ece41c804ad8f5e1629d8cc9fad908,4690
0x0fd1cd0c7a38f8bef11c578dfccb89cca36c84ae,4694
0x500ec7bc6e1b22bcd0dc7a68649f2f55da794b18,4731
0xae8ce93be9e740132895794ea6741b61bd596e52,4773
0x70c251f6a34f721b3733816e5a4134c9c9000d0d,4824
0x5afdd71ec312eda36663f72032f269bd9c950cb4,4900
0xc65522542dd6b9be9b59a7fad9fb5b45ee7657ef,5002
0xdadd0897d8e399fb4b9221994a7a4bfe638105e6,5003
0xb88a53d98f40144bbeff6b7c77955c1ab86722d6,5018
0xd2294061e10604dd6b22583f3cbdedbc0b4c112e,5146
0x66890fe78c86644d89986fc1b14c5f3a56029ffd,5161
0xfdb68afdebc651d26bae98cfa4921c08eb18905a,5466
0x6539148f875e450c2ddfeb82c3c9458e77904721,5657
0x0052d2e4af4548e6cf19e817b944cedb23ae09df,5728
0xfccb9e2ac294c7a6e8b710d9376d7c77c9092a95,6026
0x0c2c40f59d416d17879508fb977aabf05c7a51f6,6072
0x7e8935b7d1a4377b260ec162dc01305aecd5ef0a,6264
0x9a844e8c2b41eae4d258d780e955810da8ccd909,6281
0x62ae1dd2f2a4ed0133b5cc6c295006e2a1129597,6303
0x0f35a6dfe3e32f65298ae4cd61d9a1afacd6e3f9,6308
0x9f11fb0d3d4386156256401209a73f735468e4e9,6369
0x004846e5366ff2aa8b15a770a1634cbd9b392475,6397
0x826b3944c39f6acde1743fd5ad65ab21b09c5c76,6469
0x594fbd054a470f46762d861356e452719e7c0539,6841
0x39ee684997feb358bb95df6babbbf5de0b994e75,6863
0x69e84ca51e860a0f330abca4869072b51bb60fe8,6921
0x4985c073c2c30e2c50a06bc840e01b0ff97fee7e,6924
0x5af5165b85b9885969eede525963cf726b83b540,6967
0x2cbc47be6a393fd0cefc21340f28088ac4d6f713,7006
0xa397bb304689bbe8ab9cd83a934bd962b532a259,7035
0x362af85ca4f04a9a29ad8cdce86da47f4ff0aa50,7183
0x6e5250bec816672b82a1f5985992255faa3a12f6,7191
0x123f1c8d9f49bba27083e3b1510bdb0a2cad4919,7222
0x6d41bfc3ca0294bdd157441168c79d6ec481cd7d,7272
0x96aec9a5c2cc018ddc0379255cd2f8d89a9b91e3,7560
0x8ff6ea805d0be91791b3171c92f3431feb1f0337,7771
0x17c3ea68189e9c2d0031adcd3c6a95528030a656,7827
0x56b9764e6226c8fdb8148692c181d6c85fc77806,7847
0x84d7de16189dab5abc7ddd5aa293445d3f8cd25d,8040
0x97d84361104152305ca89bd94bcb5a489aa23b87,8086
0x48eea6cb9bedd40ae44d1c4d3555affb3a9699f7,8105
0xb1d6684abc1383cb6eff2d656c7e965e0e9ec3d5,8220
0x9491e87c281cc15fe1edcae5953cfb00b0f8d5c7,8354
0xb9c0e4232317834511be59964e5259d3d4ba8926,8588
0x7bc8556f9dc059fda073f167861fb81eb5d8b0ff,8605
0x7d3539dd4e430c27e61ad97ecb6389723896903f,8625
0x0619ea70068a1686f54aca2f5903d6e24afdc1f8,8649
0xd4a1f9042c393b401f56f5e9a0d2ef3a5c446ab9,8690
0x77a85fb4823344553b9906dd4b5505c5e50d9969,8835
0x9f6877db5aa47f6a2eaa06f7285c47d8a5b3919f,9372
0xca6776cd74d209c6090aa10db51d8ec4b2bb04eb,9374
0x448a7a37b81223a119af8f59698068217cd5d904,9521
0xe1b0186f09c771563e5c2600d6b5195c9bc805f5,9663
0x80ab460ea904b677589bd858ee01143237c4abba,9824
0xe7dc100100f80e7304c683c836a533a5b895303f,9895
0x5e38573a59c8254fc41197917790620ec23f7b34,10266
0x0c3b79874fc8fdc1e461379210d134f009db5ad1,10290
0x3ee27ab9464d932dc107a1fb38b8bd4e28f2802f,10309
0x5f063c79b351a5ba3e6ef46a1d3be1a0224af1d3,10414
0xd607e7e4e5b42d008b9e1417d19fbc5a49d0ddd1,10476
0x6dabdffe3b2cfdcf4f2a90d0ee5a2de476f61fc1,10865
0xe6de83701269ff00c87dc6eb6544e263dc9f3e11,11032
0xcace0052c274687c448c59e62b13512a34ac941c,11344
0x9a4a5f7d6bd9cb65631629ab90b829a4ec9777a1,11399
0xf615afa4d53833fc72e056c544872dc5ee81ef44,11618
0x2a8286970f3152a408f3eba70027633fc766438e,11683
0x24762bd395e726fb94a37e3c3e51e7e19a9d7681,12702
0x4854549267e8780acee12e290c2c52d094b514eb,12923
0x25f4f1361b3a60ddaa0cc525917a7a23665e7b65,13158
0xccf44cdc6ef5da3b8d54730d17f5c67e53007c8b,13518
0xb7c6d47dfdebcc5f6b5fef43f493b4b557c4440f,13848
0xba55bdbf959df826da6c35487eb15fad2164662d,14807
0x71e641e872912b7e7ed509b1be2e2e006992c89d,15654
0x1a4008b85cf24b618fc9bb5278b5e23a3eda8c0c,16177
0x3181d3b30aa1b08a762b3d528a1f923c99aff46f,16201
0xd5984506a354e9286225e8b13ffd6a8e11fdad0f,16283
0xdeb8fba77d4f9cb8fa89a79a1dfff18c61d0a4a7,16784
0xcc771952fde840e30c6802734e5ad20479c2959f,16816
0xd09834c07c0d8cf1eb92b034be8993c65a110834,18072
0xf7f5688e58bf6d798afcde0934b4b9185b8cebc9,18998
0x99e763ee6f480c9876714e2eb3aa8d29e860fd2f,19265
0x44e6c1bd33e6994ca59e6a598ded2e3155d0bdc5,20604
0x1b6f02ff7f0dbc23bca5c34c1a8a975f45adf402,20994
0x950c1f99431ae23ab81989a3af873cef35739532,21669
0xf4d9767589e3845c04413e241a85ed5ae8bab0f9,23058
0xfb0d2f95038f6b768566ec0926172b44407eeeeb,25000
0xd435ac16828eb479134a82f30d7473259924843a,26431
0xc82bd088cc48d0dbe59c393bf6c62e4382efa574,27751
0x8d8a591f6f4c7f6bc11d50845370503a83b5c18d,28944
0xa27be4084d7548d8019931877dd9bb75cc028696,29892
0x1eafd2c04feeb1be61cdcf1f6fe88abe71b2ef4b,35652
0xa14edd80e2593e93f7673cb6416636759b16625e,35942
0xbd678f2812a254f81ef3b9f1e2b8bbd05fa3728a,36078
0xb9e927758a0dfda592acfc0245929f1ea5d13ff3,41422
0xfe9a0e85de6daea70461314180d60a3be18defdf,41571
0x874fc12eb80efee30efad4886671044db6259fca,44358
0x05ebeb933bac6d1109fcd54bb58eda6f5139faff,44957
0xe964e7c850a7d4c491fabb00d0585f1141495e6b,45778
0xa836d3ea8c9ddb4a5d9437e1218d3af6ce31773e,47062
0xb9ec4e1886adeefa95cb4d13873dc420dfe6b583,50432
0x9f61b30f5607f71ad9e5288c8d9b648da9076eb4,52958
0x57135a008faa8c30728776da63d2deb7e9934e41,53662
0xa42d502c6cb989fef6cb5bedd74af837ffee4bbf,58123
0x104b332a287abae8458fbc935bf0a6b638fc7e0b,64825
0x81eb4385a340e0c21af9eab86c4c9ccc1399fb25,65904
0xb96fd91c18a220ae5381ff6226979b3ab240fbc4,66924
0x833f0082e89925413b04c99e7d62d4d96b371ee6,83578
0x802d5eb9932297775460ba2ba90d339938fff417,88710
0x6662304e3198c8d54530fbdf02a869fa84537639,616985
